PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
70,5,4,260,1590,1,Jan 25 2012 12:00AM,Feb  3 2012 12:00AM,525.00,42.00,13.13,580.13,Feb  3 2012 12:00AM
71,4,4,258,1514,5,Jan 25 2012 12:00AM,Feb  3 2012 12:00AM,2003.68,160.29,50.09,2214.07,Feb  3 2012 12:00AM
72,4,4,254,1498,4,Jan 25 2012 12:00AM,Feb  3 2012 12:00AM,26455.28,2116.42,661.38,29233.08,Feb  3 2012 12:00AM
73,4,4,257,1674,2,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,944.37,75.55,23.61,1043.53,Feb 18 2012 12:00AM
74,6,3,261,1652,4,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,44594.55,3567.56,1114.86,49276.98,Feb 18 2012 12:00AM
75,4,4,251,1578,3,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,62843.55,5027.48,1571.09,69442.12,Feb 18 2012 12:00AM
76,4,4,253,1538,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,37843.58,3027.49,946.09,41817.15,Feb 18 2012 12:00AM
77,4,4,252,1556,4,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,25531.28,2042.50,638.28,28212.06,Feb 18 2012 12:00AM
78,4,4,256,1554,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,694.17,55.53,17.35,767.05,Feb 18 2012 12:00AM
79,4,4,259,1688,4,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,125.75,10.06,3.14,138.95,Feb 18 2012 12:00AM
80,4,4,260,1580,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,150.79,12.06,3.77,166.62,Feb 18 2012 12:00AM
81,4,4,258,1496,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,560.01,44.80,14.00,618.81,Feb 18 2012 12:00AM
82,5,4,254,1494,2,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,8847.30,707.78,221.18,9776.27,Feb 18 2012 12:00AM
83,4,4,257,1650,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,171.08,13.69,4.28,189.04,Feb 18 2012 12:00AM
84,4,3,261,1654,4,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,20397.30,1631.78,509.93,22539.02,Feb 18 2012 12:00AM
85,4,4,251,1664,3,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,14628.08,1170.25,365.70,16164.02,Feb 18 2012 12:00AM
86,5,4,253,1678,3,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,58685.55,4694.84,1467.14,64847.53,Feb 18 2012 12:00AM
87,4,4,255,1616,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,773.01,61.84,19.33,854.18,Feb 18 2012 12:00AM
88,5,4,252,1492,5,Feb  9 2012 12:00AM,Feb 18 2012 12:00AM,656.59,52.53,16.41,725.53,Feb 18 2012 12:00AM
89,4,4,259,1602,5,Feb 23 2012 12:00AM,Mar  3 2012 12:00AM,1796.04,143.68,44.90,1984.62,Mar  3 2012 12:00AM
90,4,4,260,1540,4,Feb 23 2012 12:00AM,Mar  3 2012 12:00AM,358.63,28.69,8.97,396.28,Mar  3 2012 12:00AM
91,4,4,258,1628,5,Feb 23 2012 12:00AM,Mar  3 2012 12:00AM,34644.23,2771.54,866.11,38281.87,Mar  3 2012 12:00AM
92,4,4,250,1604,4,Feb 23 2012 12:00AM,Mar  3 2012 12:00AM,257.58,20.61,6.44,284.62,Mar  3 2012 12:00AM
93,4,4,257,1690,5,Feb 27 2012 12:00AM,Mar  7 2012 12:00AM,146.29,11.70,3.66,161.65,Mar  7 2012 12:00AM
94,4,3,261,1566,5,Feb 27 2012 12:00AM,Mar  7 2012 12:00AM,102.56,8.21,2.56,113.33,Mar  7 2012 12:00AM
95,4,4,251,1698,5,Feb 27 2012 12:00AM,Mar  7 2012 12:00AM,150.79,12.06,3.77,166.62,Mar  7 2012 12:00AM
96,4,4,253,1560,5,Feb 27 2012 12:00AM,Mar  7 2012 12:00AM,13669.43,1093.55,341.74,15104.71,Mar  7 2012 12:00AM
97,6,4,255,1692,5,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,16393.23,1311.46,409.83,18114.52,Mar 17 2012 12:00AM
98,4,4,256,1696,4,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,73377.15,5870.17,1834.43,81081.75,Mar 17 2012 12:00AM
99,4,4,259,1504,1,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,551.88,44.15,13.80,609.83,Mar 17 2012 12:00AM
100,4,4,260,1544,1,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,6987.75,559.02,174.69,7721.46,Mar 17 2012 12:00AM
101,5,4,258,1530,2,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,28072.28,2245.78,701.81,31019.86,Mar 17 2012 12:00AM
102,4,4,254,1508,1,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,35394.98,2831.60,884.87,39111.45,Mar 17 2012 12:00AM
103,4,4,257,1694,1,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,3407.25,272.58,85.18,3765.01,Mar 17 2012 12:00AM
104,4,3,261,1624,2,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,28297.50,2263.80,707.44,31268.74,Mar 17 2012 12:00AM
105,4,4,251,1548,2,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,59.94,4.80,1.50,66.24,Mar 17 2012 12:00AM
106,4,4,253,1598,4,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,332.96,26.64,8.32,367.92,Mar 17 2012 12:00AM
107,4,4,255,1658,5,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,43878.45,3510.28,1096.96,48485.69,Mar 17 2012 12:00AM
108,4,4,256,1536,4,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,674.38,53.95,16.86,745.19,Mar 17 2012 12:00AM
109,4,4,259,1568,2,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,31398.68,2511.89,784.97,34695.54,Mar 17 2012 12:00AM
110,4,4,250,1648,5,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,142.41,11.39,3.56,157.36,Mar 17 2012 12:00AM
111,4,4,258,1646,5,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,19236.53,1538.92,480.91,21256.36,Mar 17 2012 12:00AM
112,4,4,254,1672,4,Mar  8 2012 12:00AM,Mar 17 2012 12:00AM,272.44,21.80,6.81,301.05,Mar 17 2012 12:00AM
113,5,4,257,1600,1,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,1276.28,102.10,31.91,1410.28,Mar 18 2012 12:00AM
114,4,3,261,1522,1,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,2003.93,160.31,50.10,2214.34,Mar 18 2012 12:00AM
115,4,4,251,1570,2,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,50860.43,4068.83,1271.51,56200.77,Mar 18 2012 12:00AM
116,4,4,253,1516,1,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,454.86,36.39,11.37,502.62,Mar 18 2012 12:00AM
117,4,4,255,1506,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,43878.45,3510.28,1096.96,48485.69,Mar 18 2012 12:00AM
118,5,4,256,1626,2,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,7132.13,570.57,178.30,7881.00,Mar 18 2012 12:00AM
119,4,4,259,1542,2,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,28343.70,2267.50,708.59,31319.79,Mar 18 2012 12:00AM
120,4,4,260,1610,4,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,22516.73,1801.34,562.92,24880.98,Mar 18 2012 12:00AM
121,4,4,250,1638,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,34644.23,2771.54,866.11,38281.87,Mar 18 2012 12:00AM
122,4,4,254,1582,4,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,266.24,21.30,6.66,294.19,Mar 18 2012 12:00AM
123,5,4,257,1510,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,143.04,11.44,3.58,158.06,Mar 18 2012 12:00AM
124,4,3,261,1526,2,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,28199.33,2255.95,704.98,31160.25,Mar 18 2012 12:00AM
125,4,4,251,1644,1,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,3713.33,297.07,92.83,4103.22,Mar 18 2012 12:00AM
126,4,4,253,1680,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,63831.08,5106.49,1595.78,70533.34,Mar 18 2012 12:00AM
127,4,4,255,1584,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,16340.31,1307.22,408.51,18056.04,Mar 18 2012 12:00AM
128,4,4,256,1620,5,Mar  9 2012 12:00AM,Mar 18 2012 12:00AM,5711.48,456.92,142.79,6311.18,Mar 18 2012 12:00AM
129,4,4,259,1666,4,Mar 14 2012 12:00AM,Mar 23 2012 12:00AM,665.03,53.20,16.63,734.86,Mar 23 2012 12:00AM
130,4,4,260,1592,2,Mar 14 2012 12:00AM,Mar 23 2012 12:00AM,97.97,7.84,2.45,108.25,Mar 23 2012 12:00AM
131,4,4,258,1618,4,Mar 14 2012 12:00AM,Mar 23 2012 12:00AM,114.47,9.16,2.86,126.49,Mar 23 2012 12:00AM
132,6,4,254,1612,4,Mar 14 2012 12:00AM,Mar 23 2012 12:00AM,132.65,10.61,3.32,146.57,Mar 23 2012 12:00AM
133,4,4,257,1586,5,Mar 28 2012 12:00AM,Apr  6 2012 12:00AM,43878.45,3510.28,1096.96,48485.69,Apr  6 2012 12:00AM
134,4,3,261,1500,1,Mar 28 2012 12:00AM,Apr  6 2012 12:00AM,418.95,33.52,10.47,462.94,Apr  6 2012 12:00AM
135,4,4,251,1656,4,Mar 28 2012 12:00AM,Apr  6 2012 12:00AM,3413.25,273.06,85.33,3771.64,Apr  6 2012 12:00AM
136,4,4,253,1572,1,Mar 28 2012 12:00AM,Apr  6 2012 12:00AM,461.79,36.94,11.54,510.28,Apr  6 2012 12:00AM
137,6,4,255,1562,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,722.45,57.80,18.06,798.31,Apr 20 2012 12:00AM
138,4,4,256,1662,2,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,37.08,2.97,0.93,40.97,Apr 20 2012 12:00AM
139,5,4,252,1682,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,21558.08,1724.65,538.95,23821.67,Apr 20 2012 12:00AM
140,4,4,260,1686,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,351.86,28.15,8.80,388.80,Apr 20 2012 12:00AM
141,4,4,258,1684,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,45172.05,3613.76,1129.30,49915.12,Apr 20 2012 12:00AM
142,6,4,254,1534,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,267.18,21.37,6.68,295.24,Apr 20 2012 12:00AM
143,4,4,257,1614,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,415.80,33.26,10.40,459.46,Apr 20 2012 12:00AM
144,5,3,261,1588,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,40471.20,3237.70,1011.78,44720.68,Apr 20 2012 12:00AM
145,4,4,250,1622,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,662.10,52.97,16.55,731.62,Apr 20 2012 12:00AM
146,4,4,253,1632,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,62092.80,4967.42,1552.32,68612.54,Apr 20 2012 12:00AM
147,4,4,255,1608,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,5948.25,475.86,148.71,6572.82,Apr 20 2012 12:00AM
148,4,4,256,1576,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,91117.95,7289.44,2277.95,100685.33,Apr 20 2012 12:00AM
149,4,4,259,1590,1,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,525.00,42.00,13.13,580.13,Apr 20 2012 12:00AM
150,4,4,260,1514,5,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,2003.68,160.29,50.09,2214.07,Apr 20 2012 12:00AM
151,5,4,258,1498,4,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,26455.28,2116.42,661.38,29233.08,Apr 20 2012 12:00AM
152,4,4,254,1674,2,Apr 11 2012 12:00AM,Apr 20 2012 12:00AM,944.37,75.55,23.61,1043.53,Apr 20 2012 12:00AM
153,4,4,252,1652,1,May  2 2012 12:00AM,May 11 2012 12:00AM,6993.53,559.48,174.84,7727.85,May 11 2012 12:00AM
154,4,3,261,1578,3,May  2 2012 12:00AM,May 11 2012 12:00AM,36122.63,2889.81,903.07,39915.50,May 11 2012 12:00AM
155,4,4,251,1538,5,May  2 2012 12:00AM,May 11 2012 12:00AM,37843.58,3027.49,946.09,41817.15,May 11 2012 12:00AM
156,5,4,253,1556,4,May  2 2012 12:00AM,May 11 2012 12:00AM,25531.28,2042.50,638.28,28212.06,May 11 2012 12:00AM
157,4,4,255,1554,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,773.96,61.92,19.35,855.22,Jun  8 2012 12:00AM
158,4,4,256,1688,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,125.75,10.06,3.14,138.95,Jun  8 2012 12:00AM
159,4,4,259,1580,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,150.79,12.06,3.77,166.62,Jun  8 2012 12:00AM
160,4,4,260,1496,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,391.55,31.32,9.79,432.66,Jun  8 2012 12:00AM
161,4,4,258,1494,2,May 30 2012 12:00AM,Jun  8 2012 12:00AM,8847.30,707.78,221.18,9776.27,Jun  8 2012 12:00AM
162,4,4,254,1650,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,171.08,13.69,4.28,189.04,Jun  8 2012 12:00AM
163,4,4,257,1654,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,20397.30,1631.78,509.93,22539.02,Jun  8 2012 12:00AM
164,4,3,261,1664,3,May 30 2012 12:00AM,Jun  8 2012 12:00AM,14628.08,1170.25,365.70,16164.02,Jun  8 2012 12:00AM
165,4,4,251,1678,3,May 30 2012 12:00AM,Jun  8 2012 12:00AM,58685.55,4694.84,1467.14,64847.53,Jun  8 2012 12:00AM
166,4,4,253,1616,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,481.89,38.55,12.05,532.49,Jun  8 2012 12:00AM
167,4,4,255,1492,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,710.96,56.88,17.77,785.61,Jun  8 2012 12:00AM
168,4,4,256,1602,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,1796.04,143.68,44.90,1984.62,Jun  8 2012 12:00AM
169,4,4,259,1540,4,May 30 2012 12:00AM,Jun  8 2012 12:00AM,664.30,53.14,16.61,734.06,Jun  8 2012 12:00AM
170,4,4,260,1628,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,34644.23,2771.54,866.11,38281.87,Jun  8 2012 12:00AM
171,4,4,258,1604,3,May 30 2012 12:00AM,Jun  8 2012 12:00AM,1581.93,126.55,39.55,1748.03,Jun  8 2012 12:00AM
172,4,4,254,1690,5,May 30 2012 12:00AM,Jun  8 2012 12:00AM,146.29,11.70,3.66,161.65,Jun  8 2012 12:00AM
173,4,4,257,1566,5,Jun 11 2012 12:00AM,Jun 20 2012 12:00AM,102.56,8.21,2.56,113.33,Jun 20 2012 12:00AM
174,4,3,261,1698,5,Jun 11 2012 12:00AM,Jun 20 2012 12:00AM,150.79,12.06,3.77,166.62,Jun 20 2012 12:00AM
175,4,4,251,1560,5,Jun 11 2012 12:00AM,Jun 20 2012 12:00AM,13669.43,1093.55,341.74,15104.71,Jun 20 2012 12:00AM
176,4,4,253,1692,5,Jun 11 2012 12:00AM,Jun 20 2012 12:00AM,13458.69,1076.70,336.47,14871.85,Jun 20 2012 12:00AM
177,4,4,252,1696,2,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,101720.85,8137.67,2543.02,112401.54,Jul  1 2012 12:00AM
178,4,4,256,1504,1,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,551.88,44.15,13.80,609.83,Jul  1 2012 12:00AM
179,4,4,259,1544,1,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,6987.75,559.02,174.69,7721.46,Jul  1 2012 12:00AM
180,4,4,260,1530,2,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,28072.28,2245.78,701.81,31019.86,Jul  1 2012 12:00AM
181,4,4,258,1508,1,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,1917.30,153.38,47.93,2118.62,Jul  1 2012 12:00AM
182,4,4,254,1694,1,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,4215.75,337.26,105.39,4658.40,Jul  1 2012 12:00AM
183,4,4,257,1624,2,Jun 22 2012 12:00AM,Jul  1 2012 12:00AM,28297.50,2263.80,707.44,31268.74,Jul  1 2012 12:00AM
