SalesOrderID,SalesReasonID,ModifiedDate
43983,5,Jul 14 2011 12:00AM
43983,9,Jul 14 2011 12:00AM
43984,5,Jul 14 2011 12:00AM
43984,9,Jul 14 2011 12:00AM
43985,5,Jul 14 2011 12:00AM
43985,9,Jul 14 2011 12:00AM
43986,5,Jul 14 2011 12:00AM
43986,9,Jul 14 2011 12:00AM
43987,5,Jul 15 2011 12:00AM
43987,9,Jul 15 2011 12:00AM
43989,5,Jul 15 2011 12:00AM
43989,9,Jul 15 2011 12:00AM
43991,5,Jul 15 2011 12:00AM
43991,9,Jul 15 2011 12:00AM
43992,5,Jul 15 2011 12:00AM
43992,9,Jul 15 2011 12:00AM
43993,5,Jul 17 2011 12:00AM
43993,9,Jul 17 2011 12:00AM
43994,5,Jul 18 2011 12:00AM
43994,9,Jul 18 2011 12:00AM
43995,5,Jul 18 2011 12:00AM
43995,9,Jul 18 2011 12:00AM
43996,5,Jul 18 2011 12:00AM
43996,9,Jul 18 2011 12:00AM
43997,5,Jul 18 2011 12:00AM
43997,9,Jul 18 2011 12:00AM
43999,5,Jul 18 2011 12:00AM
43999,9,Jul 18 2011 12:00AM
44000,5,Jul 19 2011 12:00AM
44000,9,Jul 19 2011 12:00AM
44001,5,Jul 19 2011 12:00AM
44001,9,Jul 19 2011 12:00AM
44004,5,Jul 19 2011 12:00AM
44004,9,Jul 19 2011 12:00AM
44006,5,Jul 19 2011 12:00AM
44006,9,Jul 19 2011 12:00AM
44008,5,Jul 20 2011 12:00AM
44008,9,Jul 20 2011 12:00AM
44009,5,Jul 20 2011 12:00AM
44009,9,Jul 20 2011 12:00AM
44010,5,Jul 20 2011 12:00AM
44010,9,Jul 20 2011 12:00AM
44011,5,Jul 20 2011 12:00AM
44011,9,Jul 20 2011 12:00AM
44013,5,Jul 20 2011 12:00AM
44013,9,Jul 20 2011 12:00AM
44014,5,Jul 21 2011 12:00AM
44014,9,Jul 21 2011 12:00AM
44015,5,Jul 21 2011 12:00AM
44015,9,Jul 21 2011 12:00AM
44017,5,Jul 21 2011 12:00AM
44017,9,Jul 21 2011 12:00AM
44019,5,Jul 21 2011 12:00AM
44019,9,Jul 21 2011 12:00AM
44020,5,Jul 21 2011 12:00AM
44020,9,Jul 21 2011 12:00AM
44022,5,Jul 22 2011 12:00AM
44022,9,Jul 22 2011 12:00AM
44024,5,Jul 22 2011 12:00AM
44024,9,Jul 22 2011 12:00AM
44025,5,Jul 22 2011 12:00AM
44025,9,Jul 22 2011 12:00AM
44026,5,Jul 22 2011 12:00AM
44026,9,Jul 22 2011 12:00AM
44027,5,Jul 23 2011 12:00AM
44027,9,Jul 23 2011 12:00AM
44028,5,Jul 23 2011 12:00AM
44028,9,Jul 23 2011 12:00AM
44030,5,Jul 24 2011 12:00AM
44030,9,Jul 24 2011 12:00AM
44031,5,Jul 24 2011 12:00AM
44031,9,Jul 24 2011 12:00AM
44033,5,Jul 24 2011 12:00AM
44033,9,Jul 24 2011 12:00AM
44034,5,Jul 24 2011 12:00AM
44034,9,Jul 24 2011 12:00AM
44035,5,Jul 24 2011 12:00AM
44035,9,Jul 24 2011 12:00AM
44036,5,Jul 24 2011 12:00AM
44036,9,Jul 24 2011 12:00AM
44041,5,Jul 25 2011 12:00AM
44041,9,Jul 25 2011 12:00AM
44042,5,Jul 26 2011 12:00AM
44042,9,Jul 26 2011 12:00AM
44043,5,Jul 26 2011 12:00AM
44043,9,Jul 26 2011 12:00AM
44044,5,Jul 26 2011 12:00AM
44044,9,Jul 26 2011 12:00AM
44046,5,Jul 26 2011 12:00AM
44046,9,Jul 26 2011 12:00AM
44048,5,Jul 26 2011 12:00AM
44048,9,Jul 26 2011 12:00AM
44049,5,Jul 27 2011 12:00AM
44049,9,Jul 27 2011 12:00AM
44050,5,Jul 27 2011 12:00AM
44050,9,Jul 27 2011 12:00AM
44051,5,Jul 28 2011 12:00AM
44051,9,Jul 28 2011 12:00AM
44052,5,Jul 28 2011 12:00AM
44052,9,Jul 28 2011 12:00AM
44054,5,Jul 29 2011 12:00AM
44054,9,Jul 29 2011 12:00AM
44055,5,Jul 29 2011 12:00AM
44055,9,Jul 29 2011 12:00AM
44056,5,Jul 29 2011 12:00AM
44056,9,Jul 29 2011 12:00AM
44059,5,Jul 29 2011 12:00AM
44059,9,Jul 29 2011 12:00AM
44061,5,Jul 30 2011 12:00AM
44061,9,Jul 30 2011 12:00AM
44062,5,Jul 30 2011 12:00AM
44062,9,Jul 30 2011 12:00AM
44064,5,Jul 30 2011 12:00AM
44064,9,Jul 30 2011 12:00AM
44065,5,Jul 30 2011 12:00AM
44065,9,Jul 30 2011 12:00AM
44067,5,Jul 30 2011 12:00AM
44067,9,Jul 30 2011 12:00AM
44068,5,Jul 31 2011 12:00AM
44068,9,Jul 31 2011 12:00AM
44071,5,Jul 31 2011 12:00AM
44071,9,Jul 31 2011 12:00AM
44072,5,Jul 31 2011 12:00AM
44072,9,Jul 31 2011 12:00AM
44134,5,Aug  1 2011 12:00AM
44134,9,Aug  1 2011 12:00AM
44135,5,Aug  1 2011 12:00AM
44135,9,Aug  1 2011 12:00AM
44136,5,Aug  1 2011 12:00AM
44136,9,Aug  1 2011 12:00AM
44137,5,Aug  1 2011 12:00AM
44137,9,Aug  1 2011 12:00AM
44138,5,Aug  2 2011 12:00AM
44138,9,Aug  2 2011 12:00AM
44139,5,Aug  2 2011 12:00AM
44139,9,Aug  2 2011 12:00AM
44140,5,Aug  2 2011 12:00AM
44140,9,Aug  2 2011 12:00AM
44141,5,Aug  2 2011 12:00AM
44141,9,Aug  2 2011 12:00AM
44142,5,Aug  2 2011 12:00AM
44142,9,Aug  2 2011 12:00AM
44143,5,Aug  2 2011 12:00AM
44143,9,Aug  2 2011 12:00AM
44144,5,Aug  2 2011 12:00AM
44144,9,Aug  2 2011 12:00AM
44145,5,Aug  2 2011 12:00AM
44145,9,Aug  2 2011 12:00AM
44146,5,Aug  2 2011 12:00AM
44146,9,Aug  2 2011 12:00AM
44147,5,Aug  2 2011 12:00AM
44147,9,Aug  2 2011 12:00AM
44148,5,Aug  3 2011 12:00AM
44148,9,Aug  3 2011 12:00AM
44149,5,Aug  3 2011 12:00AM
44149,9,Aug  3 2011 12:00AM
44150,5,Aug  3 2011 12:00AM
44150,9,Aug  3 2011 12:00AM
44153,5,Aug  4 2011 12:00AM
44153,9,Aug  4 2011 12:00AM
44154,5,Aug  4 2011 12:00AM
44154,9,Aug  4 2011 12:00AM
44155,5,Aug  4 2011 12:00AM
44155,9,Aug  4 2011 12:00AM
44157,5,Aug  4 2011 12:00AM
44157,9,Aug  4 2011 12:00AM
44158,5,Aug  5 2011 12:00AM
44158,9,Aug  5 2011 12:00AM
44159,5,Aug  5 2011 12:00AM
44159,9,Aug  5 2011 12:00AM
44160,5,Aug  5 2011 12:00AM
44160,9,Aug  5 2011 12:00AM
44161,5,Aug  6 2011 12:00AM
44161,9,Aug  6 2011 12:00AM
44162,5,Aug  6 2011 12:00AM
44162,9,Aug  6 2011 12:00AM
44163,5,Aug  6 2011 12:00AM
44163,9,Aug  6 2011 12:00AM
44164,5,Aug  6 2011 12:00AM
44164,9,Aug  6 2011 12:00AM
44165,5,Aug  6 2011 12:00AM
44165,9,Aug  6 2011 12:00AM
44167,5,Aug  6 2011 12:00AM
44167,9,Aug  6 2011 12:00AM
44168,5,Aug  7 2011 12:00AM
44168,9,Aug  7 2011 12:00AM
44169,5,Aug  7 2011 12:00AM
44169,9,Aug  7 2011 12:00AM
44170,5,Aug  7 2011 12:00AM
44170,9,Aug  7 2011 12:00AM
44171,5,Aug  7 2011 12:00AM
44171,9,Aug  7 2011 12:00AM
44173,5,Aug  8 2011 12:00AM
44173,9,Aug  8 2011 12:00AM
44174,5,Aug  8 2011 12:00AM
44174,9,Aug  8 2011 12:00AM
44175,5,Aug  8 2011 12:00AM
44175,9,Aug  8 2011 12:00AM
44176,5,Aug  9 2011 12:00AM
44176,9,Aug  9 2011 12:00AM
44178,5,Aug  9 2011 12:00AM
44178,9,Aug  9 2011 12:00AM
44181,5,Aug  9 2011 12:00AM
44181,9,Aug  9 2011 12:00AM
44182,5,Aug  9 2011 12:00AM
44182,9,Aug  9 2011 12:00AM
44183,5,Aug 10 2011 12:00AM
44183,9,Aug 10 2011 12:00AM
44184,5,Aug 10 2011 12:00AM
44184,9,Aug 10 2011 12:00AM
44185,5,Aug 10 2011 12:00AM
44185,9,Aug 10 2011 12:00AM
44187,5,Aug 12 2011 12:00AM
44187,9,Aug 12 2011 12:00AM
44191,5,Aug 13 2011 12:00AM
44191,9,Aug 13 2011 12:00AM
44192,5,Aug 14 2011 12:00AM
44192,9,Aug 14 2011 12:00AM
44193,5,Aug 14 2011 12:00AM
44193,9,Aug 14 2011 12:00AM
44194,5,Aug 14 2011 12:00AM
44194,9,Aug 14 2011 12:00AM
44195,5,Aug 14 2011 12:00AM
44195,9,Aug 14 2011 12:00AM
44196,5,Aug 14 2011 12:00AM
44196,9,Aug 14 2011 12:00AM
44197,5,Aug 15 2011 12:00AM
44197,9,Aug 15 2011 12:00AM
44198,5,Aug 15 2011 12:00AM
44198,9,Aug 15 2011 12:00AM
44199,5,Aug 15 2011 12:00AM
44199,9,Aug 15 2011 12:00AM
44200,5,Aug 15 2011 12:00AM
44200,9,Aug 15 2011 12:00AM
44201,5,Aug 16 2011 12:00AM
44201,9,Aug 16 2011 12:00AM
44202,5,Aug 16 2011 12:00AM
44202,9,Aug 16 2011 12:00AM
44203,5,Aug 16 2011 12:00AM
44203,9,Aug 16 2011 12:00AM
44205,5,Aug 16 2011 12:00AM
44205,9,Aug 16 2011 12:00AM
44207,5,Aug 17 2011 12:00AM
44207,9,Aug 17 2011 12:00AM
44209,5,Aug 17 2011 12:00AM
44209,9,Aug 17 2011 12:00AM
44210,5,Aug 18 2011 12:00AM
44210,9,Aug 18 2011 12:00AM
44211,5,Aug 18 2011 12:00AM
44211,9,Aug 18 2011 12:00AM
44212,5,Aug 18 2011 12:00AM
44212,9,Aug 18 2011 12:00AM
44213,5,Aug 18 2011 12:00AM
44213,9,Aug 18 2011 12:00AM
44214,5,Aug 18 2011 12:00AM
44214,9,Aug 18 2011 12:00AM
44215,5,Aug 19 2011 12:00AM
44215,9,Aug 19 2011 12:00AM
44216,5,Aug 19 2011 12:00AM
44216,9,Aug 19 2011 12:00AM
44217,5,Aug 19 2011 12:00AM
44217,9,Aug 19 2011 12:00AM
44218,5,Aug 19 2011 12:00AM
44218,9,Aug 19 2011 12:00AM
44221,5,Aug 19 2011 12:00AM
44221,9,Aug 19 2011 12:00AM
44222,5,Aug 19 2011 12:00AM
44222,9,Aug 19 2011 12:00AM
44223,5,Aug 20 2011 12:00AM
44223,9,Aug 20 2011 12:00AM
44224,5,Aug 20 2011 12:00AM
44224,9,Aug 20 2011 12:00AM
44226,5,Aug 21 2011 12:00AM
44226,9,Aug 21 2011 12:00AM
44230,5,Aug 21 2011 12:00AM
44230,9,Aug 21 2011 12:00AM
44232,5,Aug 21 2011 12:00AM
44232,9,Aug 21 2011 12:00AM
44233,5,Aug 22 2011 12:00AM
44233,9,Aug 22 2011 12:00AM
44234,5,Aug 22 2011 12:00AM
44234,9,Aug 22 2011 12:00AM
44235,5,Aug 22 2011 12:00AM
44235,9,Aug 22 2011 12:00AM
44236,5,Aug 22 2011 12:00AM
44236,9,Aug 22 2011 12:00AM
44237,5,Aug 22 2011 12:00AM
44237,9,Aug 22 2011 12:00AM
44238,5,Aug 22 2011 12:00AM
44238,9,Aug 22 2011 12:00AM
44239,5,Aug 23 2011 12:00AM
44239,9,Aug 23 2011 12:00AM
44240,5,Aug 23 2011 12:00AM
44240,9,Aug 23 2011 12:00AM
44241,5,Aug 23 2011 12:00AM
44241,9,Aug 23 2011 12:00AM
44242,5,Aug 23 2011 12:00AM
44242,9,Aug 23 2011 12:00AM
44243,5,Aug 23 2011 12:00AM
44243,9,Aug 23 2011 12:00AM
44244,5,Aug 23 2011 12:00AM
44244,9,Aug 23 2011 12:00AM
44246,5,Aug 24 2011 12:00AM
44246,9,Aug 24 2011 12:00AM
44247,5,Aug 24 2011 12:00AM
44247,9,Aug 24 2011 12:00AM
44248,5,Aug 24 2011 12:00AM
44248,9,Aug 24 2011 12:00AM
44249,5,Aug 25 2011 12:00AM
44249,9,Aug 25 2011 12:00AM
44250,5,Aug 25 2011 12:00AM
44250,9,Aug 25 2011 12:00AM
44251,5,Aug 25 2011 12:00AM
44251,9,Aug 25 2011 12:00AM
44252,5,Aug 26 2011 12:00AM
44252,9,Aug 26 2011 12:00AM
44253,5,Aug 26 2011 12:00AM
44253,9,Aug 26 2011 12:00AM
44254,5,Aug 26 2011 12:00AM
44254,9,Aug 26 2011 12:00AM
44256,5,Aug 26 2011 12:00AM
44256,9,Aug 26 2011 12:00AM
44257,5,Aug 27 2011 12:00AM
44257,9,Aug 27 2011 12:00AM
44258,5,Aug 27 2011 12:00AM
44258,9,Aug 27 2011 12:00AM
44259,5,Aug 27 2011 12:00AM
44259,9,Aug 27 2011 12:00AM
44260,5,Aug 27 2011 12:00AM
44260,9,Aug 27 2011 12:00AM
44261,5,Aug 27 2011 12:00AM
44261,9,Aug 27 2011 12:00AM
44263,5,Aug 27 2011 12:00AM
44263,9,Aug 27 2011 12:00AM
44264,5,Aug 27 2011 12:00AM
44264,9,Aug 27 2011 12:00AM
44268,5,Aug 28 2011 12:00AM
44268,9,Aug 28 2011 12:00AM
44270,5,Aug 30 2011 12:00AM
44270,9,Aug 30 2011 12:00AM
44271,5,Aug 30 2011 12:00AM
44271,9,Aug 30 2011 12:00AM
44272,5,Aug 30 2011 12:00AM
44272,9,Aug 30 2011 12:00AM
44273,5,Aug 30 2011 12:00AM
44273,9,Aug 30 2011 12:00AM
44274,5,Aug 30 2011 12:00AM
44274,9,Aug 30 2011 12:00AM
44275,5,Aug 30 2011 12:00AM
44275,9,Aug 30 2011 12:00AM
44276,5,Aug 30 2011 12:00AM
44276,9,Aug 30 2011 12:00AM
44277,5,Aug 30 2011 12:00AM
44277,9,Aug 30 2011 12:00AM
44278,5,Aug 30 2011 12:00AM
44278,9,Aug 30 2011 12:00AM
44279,5,Aug 30 2011 12:00AM
44279,9,Aug 30 2011 12:00AM
44320,5,Aug 31 2011 12:00AM
44320,9,Aug 31 2011 12:00AM
44321,5,Aug 31 2011 12:00AM
44321,9,Aug 31 2011 12:00AM
44324,5,Sep  1 2011 12:00AM
44324,9,Sep  1 2011 12:00AM
44326,5,Sep  1 2011 12:00AM
44326,9,Sep  1 2011 12:00AM
44327,5,Sep  2 2011 12:00AM
44327,9,Sep  2 2011 12:00AM
44328,5,Sep  2 2011 12:00AM
44328,9,Sep  2 2011 12:00AM
44329,5,Sep  2 2011 12:00AM
44329,9,Sep  2 2011 12:00AM
44330,5,Sep  2 2011 12:00AM
44330,9,Sep  2 2011 12:00AM
44331,5,Sep  3 2011 12:00AM
44331,9,Sep  3 2011 12:00AM
44332,5,Sep  3 2011 12:00AM
44332,9,Sep  3 2011 12:00AM
44334,5,Sep  4 2011 12:00AM
44334,9,Sep  4 2011 12:00AM
44338,5,Sep  4 2011 12:00AM
44338,9,Sep  4 2011 12:00AM
44339,5,Sep  4 2011 12:00AM
44339,9,Sep  4 2011 12:00AM
44340,5,Sep  4 2011 12:00AM
44340,9,Sep  4 2011 12:00AM
44343,5,Sep  5 2011 12:00AM
44343,9,Sep  5 2011 12:00AM
44344,5,Sep  6 2011 12:00AM
44344,9,Sep  6 2011 12:00AM
44345,5,Sep  6 2011 12:00AM
44345,9,Sep  6 2011 12:00AM
44347,5,Sep  6 2011 12:00AM
44347,9,Sep  6 2011 12:00AM
44348,5,Sep  7 2011 12:00AM
44348,9,Sep  7 2011 12:00AM
44349,5,Sep  7 2011 12:00AM
44349,9,Sep  7 2011 12:00AM
44350,5,Sep  7 2011 12:00AM
44350,9,Sep  7 2011 12:00AM
44351,5,Sep  7 2011 12:00AM
44351,9,Sep  7 2011 12:00AM
44352,5,Sep  7 2011 12:00AM
