BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
1195,,771,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
3017,,772,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
3281,,773,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
2783,,774,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
5,,775,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
2737,,776,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2362,,777,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
1264,,778,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
1642,,779,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
393,,780,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
52,,781,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
3217,,782,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
808,,783,May 26 2010 12:00AM,,EA ,0,1.00,May 12 2010 12:00AM
2049,,784,Jul  8 2010 12:00AM,,EA ,0,1.00,Jun 24 2010 12:00AM
4,,785,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
2736,,786,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2361,,787,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
1263,,788,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
3247,,789,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
2761,,790,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2396,,791,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
3089,,792,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
2739,,793,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2364,,794,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
1266,,795,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
482,,796,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
1024,,797,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,0,1.00,Jul 25 2010 12:00AM
783,,797,Jul 26 2010 12:00AM,,EA ,0,1.00,Jul 12 2010 12:00AM
2333,,798,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
1240,,799,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
450,,800,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
92,,801,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
1303,,953,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
1699,,954,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
3060,,955,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
3326,,956,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
2107,,957,Jul  8 2010 12:00AM,,EA ,0,1.00,Jun 24 2010 12:00AM
2800,,958,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
1778,,959,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
3102,,960,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
2027,,961,Jul  8 2010 12:00AM,,EA ,0,1.00,Jun 24 2010 12:00AM
1698,,962,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
3059,,963,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
879,,964,May 26 2010 12:00AM,,EA ,0,1.00,May 12 2010 12:00AM
1789,,965,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
3037,,966,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
3304,,967,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
2801,,968,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
1779,,969,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
419,,970,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
73,,971,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
1071,,972,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,0,1.00,Jul 25 2010 12:00AM
867,,972,Jul 26 2010 12:00AM,,EA ,0,1.00,Jul 12 2010 12:00AM
2993,,973,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
33,,974,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
829,,975,May 26 2010 12:00AM,,EA ,0,1.00,May 12 2010 12:00AM
2073,,976,Jul  8 2010 12:00AM,,EA ,0,1.00,Jun 24 2010 12:00AM
103,,977,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
1668,,978,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
3036,,979,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
1641,,980,Jun 19 2010 12:00AM,,EA ,0,1.00,Jun  5 2010 12:00AM
392,,981,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
51,,982,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
850,,983,May 26 2010 12:00AM,,EA ,0,1.00,May 12 2010 12:00AM
1194,,984,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
3016,,985,Dec 15 2010 12:00AM,,EA ,0,1.00,Dec  1 2010 12:00AM
3280,,986,Dec 23 2010 12:00AM,,EA ,0,1.00,Dec  9 2010 12:00AM
2782,,987,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2422,,988,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
3,,989,Mar  4 2010 12:00AM,,EA ,0,1.00,Feb 18 2010 12:00AM
2735,,990,Sep 15 2010 12:00AM,,EA ,0,1.00,Sep  1 2010 12:00AM
2360,,991,Aug  5 2010 12:00AM,,EA ,0,1.00,Jul 22 2010 12:00AM
1262,,992,Jun  9 2010 12:00AM,,EA ,0,1.00,May 26 2010 12:00AM
481,,993,Mar 18 2010 12:00AM,,EA ,0,1.00,Mar  4 2010 12:00AM
809,,997,May 26 2010 12:00AM,,EA ,0,1.00,May 12 2010 12:00AM
2050,,998,Jul  8 2010 12:00AM,,EA ,0,1.00,Jun 24 2010 12:00AM
1938,,999,Jun 19 2010 12:00AM,Aug 18 2010 12:00AM,EA ,0,1.00,Aug 18 2010 12:00AM
1731,,999,Aug 19 2010 12:00AM,,EA ,0,1.00,Aug  5 2010 12:00AM
2000,3,2,Jul  8 2010 12:00AM,,EA ,3,10.00,Jun 24 2010 12:00AM
1657,3,461,Jun 19 2010 12:00AM,,EA ,3,1.00,Jun  5 2010 12:00AM
389,3,504,Mar 18 2010 12:00AM,,EA ,3,2.00,Mar  4 2010 12:00AM
805,3,505,May 26 2010 12:00AM,,EA ,3,2.00,May 12 2010 12:00AM
2433,316,486,Aug  5 2010 12:00AM,,EA ,4,1.00,Jul 22 2010 12:00AM
1290,324,486,Jun  9 2010 12:00AM,,EA ,3,1.00,May 26 2010 12:00AM
875,327,483,May 26 2010 12:00AM,,EA ,3,1.00,May 12 2010 12:00AM
3337,328,482,Dec 23 2010 12:00AM,,EA ,3,1.00,Dec  9 2010 12:00AM
2806,329,482,Sep 15 2010 12:00AM,,EA ,3,1.00,Sep  1 2010 12:00AM
2432,330,482,Aug  5 2010 12:00AM,,EA ,3,1.00,Jul 22 2010 12:00AM
1289,331,482,Jun  9 2010 12:00AM,,EA ,4,1.00,May 26 2010 12:00AM
492,350,486,Mar 18 2010 12:00AM,,EA ,4,1.00,Mar  4 2010 12:00AM
876,398,487,May 26 2010 12:00AM,,EA ,3,1.00,May 12 2010 12:00AM
3338,399,485,Dec 23 2010 12:00AM,,EA ,3,1.00,Dec  9 2010 12:00AM
543,400,523,Mar 18 2010 12:00AM,,EA ,3,1.00,Mar  4 2010 12:00AM
2162,400,525,Jul  8 2010 12:00AM,,EA ,3,1.00,Jun 24 2010 12:00AM
935,401,524,May 26 2010 12:00AM,,EA ,3,1.00,May 12 2010 12:00AM
2487,401,526,Aug  5 2010 12:00AM,,EA ,3,1.00,Jul 22 2010 12:00AM
2327,514,497,Aug  5 2010 12:00AM,,EA ,2,4.00,Jul 22 2010 12:00AM
3138,514,528,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1830,514,530,Jun 19 2010 12:00AM,,EA ,2,1.00,Jun  5 2010 12:00AM
3135,514,908,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1219,515,497,Jun  9 2010 12:00AM,,EA ,2,4.00,May 26 2010 12:00AM
3400,515,528,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
3140,515,530,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
2858,515,909,Sep 15 2010 12:00AM,,EA ,2,1.00,Sep  1 2010 12:00AM
386,516,497,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
2862,516,528,Sep 15 2010 12:00AM,,EA ,2,1.00,Sep  1 2010 12:00AM
3402,516,530,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
1357,516,910,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
28,517,497,Mar  4 2010 12:00AM,,EA ,2,4.00,Feb 18 2010 12:00AM
2489,517,528,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
2864,517,530,Sep 15 2010 12:00AM,,EA ,2,1.00,Sep  1 2010 12:00AM
348,517,911,Mar  4 2010 12:00AM,May  3 2010 12:00AM,EA ,1,2.00,May  3 2010 12:00AM
140,517,911,May  4 2010 12:00AM,,EA ,2,1.00,Apr 20 2010 12:00AM
1032,518,497,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,5.00,Jul 25 2010 12:00AM
803,518,497,Jul 26 2010 12:00AM,,EA ,2,4.00,Jul 12 2010 12:00AM
1360,518,528,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
2491,518,530,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
2161,518,912,Jul  8 2010 12:00AM,,EA ,2,1.00,Jun 24 2010 12:00AM
2022,519,497,Jul  8 2010 12:00AM,,EA ,2,4.00,Jun 24 2010 12:00AM
546,519,528,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
1362,519,530,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
3136,519,913,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1660,520,497,Jun 19 2010 12:00AM,,EA ,2,4.00,Jun  5 2010 12:00AM
144,520,528,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
548,520,530,Mar 18 2010 12:00AM,,EA ,2,1.00,Mar  4 2010 12:00AM
2859,520,914,Sep 15 2010 12:00AM,,EA ,2,1.00,Sep  1 2010 12:00AM
3012,521,497,Dec 15 2010 12:00AM,,EA ,2,4.00,Dec  1 2010 12:00AM
938,521,528,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
146,521,530,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1358,521,915,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
3239,522,497,Dec 23 2010 12:00AM,,EA ,2,4.00,Dec  9 2010 12:00AM
2165,522,528,Jul  8 2010 12:00AM,,EA ,2,1.00,Jun 24 2010 12:00AM
1124,522,530,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
940,522,530,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
141,522,916,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1288,529,477,Jun  9 2010 12:00AM,,EA ,3,1.00,May 26 2010 12:00AM
2094,531,487,Jul  8 2010 12:00AM,,EA ,4,1.00,Jun 24 2010 12:00AM
1956,532,484,Jun 19 2010 12:00AM,Aug 18 2010 12:00AM,EA ,2,2.00,Aug 18 2010 12:00AM
1769,532,484,Aug 19 2010 12:00AM,,EA ,3,1.00,Aug  5 2010 12:00AM
100,533,478,Mar  4 2010 12:00AM,,EA ,3,1.00,Feb 18 2010 12:00AM
491,534,482,Mar 18 2010 12:00AM,,EA ,3,1.00,Mar  4 2010 12:00AM
1445,680,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1881,680,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3453,680,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2541,680,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3190,680,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1617,680,492,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,OZ ,1,9.00,Aug  8 2010 12:00AM
1446,680,492,Aug  9 2010 12:00AM,,OZ ,2,8.00,Jul 26 2010 12:00AM
626,680,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
987,680,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
220,680,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
219,680,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
776,706,324,Mar 18 2010 12:00AM,,EA ,2,2.00,Mar  4 2010 12:00AM
1999,706,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3482,706,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2709,706,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3215,706,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
777,706,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
778,706,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1190,706,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
779,706,534,May  6 2010 12:00AM,,EA ,2,1.00,Apr 22 2010 12:00AM
360,706,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1453,717,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1887,717,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3459,717,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2547,717,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3196,717,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
771,717,493,Mar 18 2010 12:00AM,May 17 2010 12:00AM,OZ ,1,9.00,May 17 2010 12:00AM
636,717,493,May 18 2010 12:00AM,,OZ ,2,8.00,May  4 2010 12:00AM
637,717,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
993,717,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
232,717,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
231,717,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1449,718,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1883,718,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3455,718,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2689,718,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2543,718,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3192,718,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
628,718,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
629,718,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
989,718,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
224,718,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
223,718,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1450,719,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1884,719,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3456,719,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2544,719,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3193,719,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
770,719,493,Mar 18 2010 12:00AM,May 17 2010 12:00AM,OZ ,1,9.00,May 17 2010 12:00AM
630,719,493,May 18 2010 12:00AM,,OZ ,2,8.00,May  4 2010 12:00AM
631,719,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
990,719,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
226,719,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
225,719,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1451,720,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1885,720,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3457,720,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2545,720,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3194,720,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
632,720,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
633,720,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1167,720,533,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
991,720,533,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
228,720,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
227,720,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1452,721,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1886,721,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3458,721,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2546,721,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3195,721,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
634,721,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
635,721,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
992,721,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
230,721,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
229,721,804,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1409,722,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1860,722,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3432,722,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2520,722,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3169,722,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1411,722,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
585,722,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
1151,722,533,May 26 2010 12:00AM,Jul 25 2010 12:00AM,EA ,1,2.00,Jul 25 2010 12:00AM
966,722,533,Jul 26 2010 12:00AM,,EA ,2,1.00,Jul 12 2010 12:00AM
195,722,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1410,722,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1412,723,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1861,723,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3433,723,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2521,723,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3170,723,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1414,723,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
586,723,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
967,723,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
196,723,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1413,723,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1602,724,324,Jun  9 2010 12:00AM,Aug  8 2010 12:00AM,EA ,1,3.00,Aug  8 2010 12:00AM
1415,724,324,Aug  9 2010 12:00AM,,EA ,2,2.00,Jul 26 2010 12:00AM
1862,724,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3434,724,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2522,724,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3171,724,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
1417,724,492,Jun  9 2010 12:00AM,,OZ ,2,8.00,May 26 2010 12:00AM
587,724,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
968,724,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
197,724,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1416,724,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1418,725,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1863,725,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3435,725,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2675,725,327,Aug  5 2010 12:00AM,Oct  4 2010 12:00AM,EA ,1,2.00,Oct  4 2010 12:00AM
2523,725,327,Oct  5 2010 12:00AM,,EA ,2,1.00,Sep 21 2010 12:00AM
3172,725,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
588,725,493,Mar 18 2010 12:00AM,,OZ ,2,8.00,Mar  4 2010 12:00AM
589,725,532,Mar 18 2010 12:00AM,,EA ,2,4.00,Mar  4 2010 12:00AM
969,725,533,May 26 2010 12:00AM,,EA ,2,1.00,May 12 2010 12:00AM
198,725,534,Mar  4 2010 12:00AM,,EA ,2,1.00,Feb 18 2010 12:00AM
1419,725,802,Jun  9 2010 12:00AM,,EA ,2,1.00,May 26 2010 12:00AM
1420,726,324,Jun  9 2010 12:00AM,,EA ,2,2.00,May 26 2010 12:00AM
1864,726,325,Jun 19 2010 12:00AM,,EA ,2,2.00,Jun  5 2010 12:00AM
3436,726,326,Dec 23 2010 12:00AM,,EA ,2,1.00,Dec  9 2010 12:00AM
2524,726,327,Aug  5 2010 12:00AM,,EA ,2,1.00,Jul 22 2010 12:00AM
3173,726,399,Dec 15 2010 12:00AM,,EA ,2,1.00,Dec  1 2010 12:00AM
766,726,493,Mar 18 2010 12:00AM,May 17 2010 12:00AM,OZ ,1,9.00,May 17 2010 12:00AM
590,726,493,May 18 2010 12:00AM,,OZ ,2,8.00,May  4 2010 12:00AM
